national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical
541,V,Swadloon,Kurumayu,bug,grass,Leaf-Wrapped Pokémon,50,50,0.5,7.3,120,3840,55,63,90,50,80,42,"['Leaf Guard', 'Chlorophyll', 'Overcoat (Hidden Ability)']",1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.0,0.0,0.0
542,V,Leavanny,Hahakomori,bug,grass,Nurturing Pokémon,50,50,1.2,20.5,45,3840,75,103,80,70,80,92,"['Swarm', 'Chlorophyll', 'Overcoat (Hidden Ability)']",1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.0,0.0,0.0
543,V,Venipede,Fushide,bug,poison,Centipede Pokémon,50.2,49.8,0.4,5.3,255,3840,30,45,59,30,39,57,"['Poison Point', 'Swarm', 'Speed Boost (Hidden Ability)']",1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0.0,0.0,0.0
544,V,Whirlipede,Wheega,bug,poison,Curlipede Pokémon,50.2,49.8,1.2,58.5,120,3840,40,55,99,40,79,47,"['Poison Point', 'Swarm', 'Speed Boost (Hidden Ability)']",1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0.0,0.0,0.0
545,V,Scolipede,Pendror,bug,poison,Megapede Pokémon,50.2,49.8,2.5,200.5,45,5120,60,100,89,55,69,112,"['Poison Point', 'Swarm', 'Speed Boost (Hidden Ability)']",1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0.0,0.0,0.0
546,V,Cottonee,Monmen,grass,fairy,Cotton Puff Pokémon,50.2,49.8,0.3,0.6,190,5120,40,27,60,37,50,66,"['Prankster', 'Infiltrator', 'Chlorophyll (Hidden Ability)']",1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0.0,0.0,0.0
547,V,Whimsicott,Elfuun,grass,fairy,Windveiled Pokémon,50.2,49.8,0.7,6.6,75,5120,60,67,85,77,75,116,"['Prankster', 'Infiltrator', 'Chlorophyll (Hidden Ability)']",1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0.0,0.0,0.0
548,V,Petilil,Churine,grass,,Bulb Pokémon,0,100,0.5,6.6,190,5120,45,35,50,70,50,30,"['Chlorophyll', 'Own Tempo', 'Leaf Guard (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
549,V,Lilligant,Dredear,grass,,Flowering Pokémon,0,100,1.1,16.3,75,5120,70,60,75,110,75,90,"['Chlorophyll', 'Own Tempo', 'Leaf Guard (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
550,V,Basculin,Bassrao,water,,Hostile Pokémon,50.2,49.8,1.0,18.0,25,10240,70,92,65,80,55,98,"['Reckless (Red-Striped Form)', 'Rock Head (Blue-Striped Form)', 'Adaptability', 'Mold Breaker (Hidden)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
551,V,Sandile,Meguroco,ground,dark,Desert Croc Pokémon,50.2,49.8,0.7,15.2,180,5120,50,72,35,35,35,65,"['Intimidate', 'Moxie', 'Anger Point (Hidden Ability)']",1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,0.0,0.0,0.0
552,V,Krokorok,Waruvile,ground,dark,Desert Croc Pokémon,50.2,49.8,1.0,33.4,90,5120,60,82,45,45,45,74,"['Intimidate', 'Moxie', 'Anger Point (Hidden Ability)']",1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,0.0,0.0,0.0
553,V,Krookodile,Waruvial,ground,dark,Intimidation Pokémon,50.2,49.8,1.5,96.3,45,5120,95,117,80,65,70,92,"['Intimidate', 'Moxie', 'Anger Point (Hidden Ability)']",1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,0.0,0.0,0.0
554,V,Darumaka,Darumakka,fire,ice,Zen Charm Pokémon,50.2,49.8,0.6,37.5,120,5120,70,90,45,15,45,50,"['Hustle', 'Inner Focus (Hidden) (Normal Forme)', 'Hustle- Inner Focus (Hidden)  (Galarian Form)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
555,V,Darmanitan,Hihidaruma,fire,fire,Blazing Pokémon (Unovan)Zen Charm Pokémon (Galarian),50.2,49.8,1.3,92.9,60,5120,105,140,55,30,55,95,"['Sheer Force', 'Zen Mode (Hidden) (Normal Forme)', 'Gorilla Tactics- Zen Mode (Hidden)  (Galarian Form)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
556,V,Maractus,Maracacchi,grass,,Cactus Pokémon,50.2,49.8,1.0,28.0,255,5120,75,86,67,106,67,60,"['Water Absorb', 'Chlorophyll', 'Storm Drain (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
557,V,Dwebble,Ishizumai,bug,rock,Rock Inn Pokémon,50.2,49.8,0.3,14.5,190,5120,50,65,85,35,35,55,"['Sturdy', 'Shell Armor', 'Weak Armor (Hidden Ability)']",0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,0.0,0.0,0.0
558,V,Crustle,Iwapalace,bug,rock,Stone Home Pokémon,50.2,49.8,1.4,200.0,75,5120,70,105,125,65,75,45,"['Sturdy', 'Shell Armor', 'Weak Armor (Hidden Ability)']",0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,0.0,0.0,0.0
559,V,Scraggy,Zuruggu,dark,fighting,Shedding Pokémon,50.2,49.8,0.6,11.8,180,3840,50,75,70,35,70,48,"['Shed Skin', 'Moxie', 'Intimidate (Hidden Ability)']",1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,0.0,0.0,0.0
560,V,Scrafty,Zuruzukin,dark,fighting,Hoodlum Pokémon,50.2,49.8,1.1,30.0,90,3840,65,90,115,45,115,58,"['Shed Skin', 'Moxie', 'Intimidate (Hidden Ability)']",1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,0.0,0.0,0.0
561,V,Sigilyph,Symboler,psychic,flying,Avianoid Pokémon,50.2,49.8,1.4,14.0,45,5120,72,58,80,103,80,97,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens (Hidden Ability)']",1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,0.0,0.0,0.0
562,V,Yamask,Desumasu,ghost,ground,Spirit Pokémon,50.2,49.8,0.5,1.5,190,6400,38,30,85,55,65,30,"['Mummy (Normal Forme)', 'Wandering Spirit (Galarian Form)']",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.0,0.0,0.0
563,V,Cofagrigus,Desukarn,ghost,,Coffin Pokémon,50.2,49.8,1.7,76.5,90,6400,58,50,145,95,105,30,['Mummy'],0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.0,0.0,0.0
564,V,Tirtouga,Protoga,water,rock,Prototurtle Pokémon,88.14,11.86,0.7,16.5,45,7680,54,78,103,53,45,22,"['Solid Rock', 'Sturdy', 'Swift Swim (Hidden Ability)']",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.0,0.0,0.0
565,V,Carracosta,Abagoura,water,rock,Prototurtle Pokémon,88.14,11.86,1.2,81.0,45,7680,74,108,133,83,65,32,"['Solid Rock', 'Sturdy', 'Swift Swim (Hidden Ability)']",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.0,0.0,0.0
566,V,Archen,Archen,rock,flying,First Bird Pokémon,88.14,11.86,0.5,9.5,45,7680,55,112,45,74,45,70,['Defeatist'],0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,0.0,0.0,0.0
567,V,Archeops,Archeos,rock,flying,First Bird Pokémon,88.14,11.86,1.4,32.0,45,7680,75,140,65,112,65,110,['Defeatist'],0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,0.0,0.0,0.0
568,V,Trubbish,Yabukuron,poison,,Trash Bag Pokémon,50.2,49.8,0.6,31.0,190,5120,50,50,62,40,62,65,"['Stench', 'Sticky Hold', 'Aftermath (Hidden Ability)']",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.0,0.0,0.0
569,V,Garbodor,Dustdas,poison,,Trash Heap Pokémon,50.2,49.8,1.9,107.3,60,5120,80,95,82,60,82,75,"['Stench', 'Weak Armor', 'Aftermath (Hidden Ability)']",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.0,0.0,0.0
570,V,Zorua,Zorua,dark,,Tricky Fox Pokémon,88.14,11.86,0.7,12.5,75,6400,40,65,40,80,40,65,['Illusion'],1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.0,0.0,0.0
571,V,Zoroark,Zoroark,dark,,Illusion Fox Pokémon,88.14,11.86,1.6,81.1,45,5120,60,105,60,120,60,105,['Illusion'],1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.0,0.0,0.0
572,V,Minccino,Chillarmy,normal,,Chinchilla Pokémon,24.9,75.1,0.4,5.8,255,3840,55,50,40,40,40,75,"['Cute Charm', 'Technician', 'Skill Link (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
573,V,Cinccino,Chillaccino,normal,,Scarf Pokémon,24.9,75.1,0.5,7.5,60,3840,75,95,60,65,60,115,"['Cute Charm', 'Technician', 'Skill Link (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
574,V,Gothita,Gothimu,psychic,,Fixation Pokémon,24.9,75.1,0.4,5.8,200,5120,45,30,50,55,65,45,"['Frisk', 'Competitive', 'Shadow Tag (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
575,V,Gothorita,Gothimiru,psychic,,Manipulate Pokémon,24.9,75.1,0.7,18.0,100,5120,60,45,70,75,85,55,"['Frisk', 'Competitive', 'Shadow Tag (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
576,V,Gothitelle,Gothiruselle,psychic,,Astral Body Pokémon,24.9,75.1,1.5,44.0,50,5120,70,55,95,95,110,65,"['Frisk', 'Competitive', 'Shadow Tag (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
577,V,Solosis,Uniran,psychic,,Cell Pokémon,50.2,49.8,0.3,1.0,200,5120,45,30,40,105,50,20,"['Overcoat', 'Magic Guard', 'Regenerator (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
578,V,Duosion,Doublan,psychic,,Mitosis Pokémon,50.2,49.8,0.6,8.0,100,5120,65,40,50,125,60,30,"['Overcoat', 'Magic Guard', 'Regenerator (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
579,V,Reuniclus,Lanculus,psychic,,Multiplying Pokémon,50.2,49.8,1.0,20.1,50,5120,110,65,75,125,85,30,"['Overcoat', 'Magic Guard', 'Regenerator (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
580,V,Ducklett,Koaruhie,water,flying,Water Bird Pokémon,50,50,0.5,5.5,190,5120,62,44,50,44,50,55,"['Keen Eye', 'Big Pecks', 'Hydration (Hidden Ability)']",1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0.0,0.0,0.0
581,V,Swanna,Swanna,water,flying,White Bird Pokémon,50,50,1.3,24.2,45,5120,75,87,63,87,63,98,"['Keen Eye', 'Big Pecks', 'Hydration (Hidden Ability)']",1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0.0,0.0,0.0
582,V,Vanillite,Vanipeti,ice,,Fresh Snow Pokémon,50.2,49.8,0.4,5.7,255,5120,36,50,50,65,60,44,"['Ice Body', 'Snow Cloak', 'Weak Armor (Hidden Ability)']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.0,0.0,0.0
583,V,Vanillish,Vanirich,ice,,Icy Snow Pokémon,50.2,49.8,1.1,41.0,120,5120,51,65,65,80,75,59,"['Ice Body', 'Snow Cloak', 'Weak Armor (Hidden Ability)']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.0,0.0,0.0
584,V,Vanilluxe,Baivanilla,ice,,Snowstorm Pokémon,50.2,49.8,1.3,57.5,45,5120,71,95,85,110,95,79,"['Ice Body', 'Snow Warning', 'Weak Armor (Hidden Ability)']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.0,0.0,0.0
585,V,Deerling,Shikijika,normal,grass,Season Pokémon,50,50,0.6,19.5,190,5120,60,60,50,40,50,75,"['Chlorophyll', 'Sap Sipper', 'Serene Grace (Hidden Ability)']",1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,0.0,0.0,0.0
586,V,Sawsbuck,Mebukijika,normal,grass,Season Pokémon,50,50,1.9,92.5,75,5120,80,100,70,60,70,95,"['Chlorophyll', 'Sap Sipper', 'Serene Grace (Hidden Ability)']",1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,0.0,0.0,0.0
587,V,Emolga,Emonga,electric,flying,Sky Squirrel Pokémon,50.2,49.8,0.4,5.0,200,5120,55,75,60,75,60,103,"['Static', 'Motor Drive (Hidden Ability)']",1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,0.0,0.0,0.0
588,V,Karrablast,Kaburumo,bug,,Clamping Pokémon,50.2,49.8,0.5,5.9,200,3840,50,75,45,40,45,60,"['Swarm', 'Shed Skin', 'No Guard (Hidden Ability)']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.0,0.0,0.0
589,V,Escavalier,Chevargo,bug,steel,Cavalry Pokémon,50.2,49.8,1.0,33.0,75,3840,70,135,105,60,105,20,"['Swarm', 'Shell Armor', 'Overcoat (Hidden Ability)']",0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,0.0,0.0,0.0
590,V,Foongus,Tamagetake,grass,poison,Mushroom Pokémon,50.2,49.8,0.2,1.0,190,5120,69,55,45,55,55,15,"['Effect Spore', 'Regenerator (Hidden Ability)']",1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.0,0.0,0.0
591,V,Amoonguss,Morobareru,grass,poison,Mushroom Pokémon,50.2,49.8,0.6,10.5,75,5120,114,85,70,85,80,30,"['Effect Spore', 'Regenerator (Hidden Ability)']",1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.0,0.0,0.0
592,V,Frillish,Pururill,water,ghost,Floating Pokémon,50.2,49.8,1.2,33.0,190,5120,55,40,50,65,85,40,"['Water Absorb', 'Cursed Body', 'Damp (Hidden Ability)']",0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,0.0,0.0,0.0
593,V,Jellicent,Burungel,water,ghost,Floating Pokémon,50.2,49.8,2.2,135.0,60,5120,100,60,70,85,105,60,"['Water Absorb', 'Cursed Body', 'Damp (Hidden Ability)']",0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,0.0,0.0,0.0
594,V,Alomomola,Mamanbou,water,,Caring Pokémon,50,50,1.2,31.6,75,10240,165,75,80,40,45,65,"['Healer', 'Hydration', 'Regenerator (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
595,V,Joltik,Bachuru,bug,electric,Attaching Pokémon,50.2,49.8,0.1,0.6,190,5120,50,47,50,57,50,65,"['Compoundeyes', 'Unnerve', 'Swarm (Hidden Ability)']",1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,0.0,0.0,0.0
596,V,Galvantula,Dentula,bug,electric,EleSpider Pokémon,50.2,49.8,0.8,14.3,75,5120,70,77,60,97,60,108,"['Compoundeyes', 'Unnerve', 'Swarm (Hidden Ability)']",1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,0.0,0.0,0.0
597,V,Ferroseed,Tesseed,grass,steel,Thorn Seed Pokémon,50.2,49.8,0.6,18.8,255,5120,44,50,91,24,86,10,['Iron Barbs'],0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.0,0.0,0.0
598,V,Ferrothorn,Nutrey,grass,steel,Thorn Pod Pokémon,50.2,49.8,1.0,110.0,90,5120,74,94,131,54,116,20,"['Iron Barbs', 'Anticipation (Hidden Ability)']",0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.0,0.0,0.0
599,V,Klink,Giaru,steel,,Gear Pokémon,,,0.3,21.0,130,5120,40,55,70,45,60,30,"['Plus', 'Minus', 'Clear Body (Hidden Ability)']",0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.0,0.0,0.0
600,V,Klang,Gigiaru,steel,,Gear Pokémon,,,0.6,51.0,60,5120,60,80,95,70,85,50,"['Plus', 'Minus', 'Clear Body (Hidden Ability)']",0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.0,0.0,0.0
601,V,Klinklang,Gigigiaru,steel,,Gear Pokémon,,,0.6,81.0,30,5120,60,100,115,70,85,90,"['Plus', 'Minus', 'Clear Body (Hidden Ability)']",0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.0,0.0,0.0
602,V,Tynamo,Shibishirasu,electric,,EleFish Pokémon,50,50,0.2,0.3,190,5120,35,55,40,45,40,60,['Levitate'],1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
603,V,Eelektrik,Shibibeel,electric,,EleFish Pokémon,50,50,1.2,22,60,5120,65,85,70,75,70,40,['Levitate'],1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
604,V,Eelektross,Shibirudon,electric,,EleFish Pokémon,50,50,2.1,80.5,30,5120,85,115,80,105,80,50,['Levitate'],1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
605,V,Elgyem,Ligray,psychic,,Cerebral Pokémon,50.2,49.8,0.5,9.0,255,5120,55,55,55,85,55,30,"['Telepathy', 'Synchronize', 'Analytic (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
606,V,Beheeyem,Ohbem,psychic,,Cerebral Pokémon,50.2,49.8,1.0,34.5,90,5120,75,75,75,125,95,40,"['Telepathy', 'Synchronize', 'Analytic (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
607,V,Litwick,Hitomoshi,ghost,fire,Candle Pokémon,50.2,49.8,0.3,3.1,190,5120,50,30,55,65,55,20,"['Flash Fire', 'Flame Body', 'Infiltrator (Hidden Ability)']",0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,0.0,0.0,0.0
608,V,Lampent,Lampler,ghost,fire,Lamp Pokémon,50.2,49.8,0.6,13.0,90,5120,60,40,60,95,60,55,"['Flash Fire', 'Flame Body', 'Infiltrator (Hidden Ability)']",0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,0.0,0.0,0.0
609,V,Chandelure,Chandela,ghost,fire,Luring Pokémon,50.2,49.8,1.0,34.3,45,5120,60,55,90,145,90,80,"['Flash Fire', 'Flame Body', 'Infiltrator (Hidden Ability)']",0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,0.0,0.0,0.0
610,V,Axew,Kibago,dragon,,Tusk Pokémon,50.2,49.8,0.6,18.0,75,10240,46,87,60,30,40,57,"['Rivalry', 'Mold Breaker', 'Unnerve (Hidden Ability)']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0.0,0.0,0.0
611,V,Fraxure,Onondo,dragon,,Axe Jaw Pokémon,50.2,49.8,1.0,36.0,60,10240,66,117,70,40,50,67,"['Rivalry', 'Mold Breaker', 'Unnerve (Hidden Ability)']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0.0,0.0,0.0
612,V,Haxorus,Ononokus,dragon,,Axe Jaw Pokémon,50.2,49.8,1.8,105.5,45,10240,76,147,90,60,70,97,"['Rivalry', 'Mold Breaker', 'Unnerve (Hidden Ability)']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0.0,0.0,0.0
613,V,Cubchoo,Kumasyun,ice,,Chill Pokémon,50.2,49.8,0.5,8.5,120,5120,55,70,40,60,40,40,"['Snow Cloak', 'Slush Rush', 'Rattled (Hidden Ability)']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.0,0.0,0.0
614,V,Beartic,Tunbear,ice,,Freezing Pokémon,50.2,49.8,2.6,260.0,60,5120,95,130,80,70,80,50,"['Snow Cloak', 'Slush Rush', 'Swift Swim (Hidden Ability)']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.0,0.0,0.0
615,V,Cryogonal,Freegeo,ice,,Crystallizing Pokémon,,,1.1,148.0,25,6400,80,50,50,95,135,105,['Levitate'],1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.0,0.0,0.0
616,V,Shelmet,Chobomaki,bug,,Snail Pokémon,50.2,49.8,0.4,7.7,200,3840,50,40,85,40,65,25,"['Hydration', 'Shell Armor', 'Overcoat (Hidden Ability)']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.0,0.0,0.0
617,V,Accelgor,Agilder,bug,,Shell Out Pokémon,50.2,49.8,0.8,25.3,75,3840,80,70,40,100,60,145,"['Hydration', 'Sticky Hold', 'Unburden (Hidden Ability)']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.0,0.0,0.0
618,V,Stunfisk,Maggyo,ground,electric,Trap Pokémon,50.2,49.8,0.7,11.0,75,5120,109,66,84,81,99,32,"['Static', 'Limber', 'Sand Veil (Hidden) (Normal Forme)', 'Mimicry (Galarian Form)']",1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1,0.0,0.0,0.0
619,V,Mienfoo,Kojofu,fighting,,Martial Arts Pokémon,50.2,49.8,0.9,20.0,180,6400,45,85,50,55,50,65,"['Inner Focus', 'Regenerator', 'Reckless (Hidden Ability)']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.0,0.0,0.0
620,V,Mienshao,Kojondo,fighting,,Martial Arts Pokémon,50.2,49.8,1.4,35.5,45,6400,65,125,60,95,60,105,"['Inner Focus', 'Regenerator', 'Reckless (Hidden Ability)']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.0,0.0,0.0
621,V,Druddigon,Crimgan,dragon,,Cave Pokémon,50.2,49.8,1.6,139.0,45,7680,77,120,90,60,90,48,"['Rough Skin', 'Sheer Force', 'Mold Breaker (Hidden Ability)']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0.0,0.0,0.0
622,V,Golett,Gobit,ground,ghost,Automaton Pokémon,,,1.0,92.0,190,6400,59,74,50,35,50,35,"['Iron Fist', 'Klutz', 'No Guard (Hidden Ability)']",0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,0.0,0.0,0.0
623,V,Golurk,Goloog,ground,ghost,Automaton Pokémon,,,2.8,330.0,90,6400,89,124,80,55,80,55,"['Iron Fist', 'Klutz', 'No Guard (Hidden Ability)']",0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,0.0,0.0,0.0
624,V,Pawniard,Komatana,dark,steel,Sharp Blade Pokémon,50.2,49.8,0.5,10.2,120,5120,45,85,70,40,40,60,"['Defiant', 'Inner Focus', 'Pressure (Hidden Ability)']",0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,0.0,0.0,0.0
625,V,Bisharp,Kirikizan,dark,steel,Sword Blade Pokémon,50.2,49.8,1.6,70.0,45,5120,65,125,100,60,70,70,"['Defiant', 'Inner Focus', 'Pressure (Hidden Ability)']",0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,0.0,0.0,0.0
626,V,Bouffalant,Buffron,normal,,Bash Buffalo Pokémon,50.2,49.8,1.6,94.6,45,5120,95,110,95,40,95,55,"['Reckless', 'Sap Sipper', 'Soundproof (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
627,V,Rufflet,Washibon,normal,flying,Eaglet Pokémon,100,0,0.5,10.5,190,5120,70,83,50,37,50,60,"['Keen Eye', 'Sheer Force', 'Hustle (Hidden Ability)']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.0,0.0,0.0
628,V,Braviary,Warrgle,normal,flying,Valiant Pokémon,100,0,1.5,41.0,60,5120,100,123,75,57,75,80,"['Keen Eye', 'Sheer Force', 'Defiant (Hidden Ability)']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.0,0.0,0.0
629,V,Vullaby,Valchai,dark,flying,Diapered Pokémon,0,100,0.5,9.0,190,5120,70,55,75,45,65,60,"['Big Pecks', 'Overcoat', 'Weak Armor (Hidden Ability)']",1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,0.0,0.0,0.0
630,V,Mandibuzz,Vulgina,dark,flying,Bone Vulture Pokémon,0,100,1.2,39.5,60,5120,110,65,105,55,95,80,"['Big Pecks', 'Overcoat', 'Weak Armor (Hidden Ability)']",1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,0.0,0.0,0.0
